DateTime,Time,Open,MA20,CurClose,Vol,NextClose
2022.08.23 11:30:00,1130,0.9928,0.9931,0.9932,5479,0.9923
2022.08.23 12:00:00,120,0.9932,0.993,0.9923,5200,0.9929
2022.08.23 12:30:00,1230,0.9923,0.993,0.9929,3729,0.992
2022.08.23 13:00:00,130,0.9929,0.9929,0.992,3656,0.9923
2022.08.23 13:30:00,1330,0.992,0.9929,0.9923,3637,0.9926
2022.08.23 14:00:00,140,0.9923999999999999,0.9929,0.9926,3285,0.9923999999999999
2022.08.23 14:30:00,1430,0.9926,0.9928,0.9923999999999999,3740,0.9919
2022.08.23 15:00:00,150,0.9923999999999999,0.9927,0.9919,5005,0.9923
2022.08.23 15:30:00,1530,0.9919,0.9927,0.9923,5122,0.9942
2022.08.23 16:00:00,160,0.9923,0.9928,0.9942,5388,0.9997
2022.08.23 16:30:00,1630,0.9942,0.9935,0.9997,10599,0.998
2022.08.23 17:00:00,170,0.9997,0.9939,0.998,10884,0.9987
2022.08.23 17:30:00,1730,0.998,0.9944,0.9987,8194,0.9988
2022.08.23 18:00:00,180,0.9987,0.9948,0.9988,6706,0.9973
2022.08.23 18:30:00,1830,0.9988,0.995,0.9973,5700,0.9973
2022.08.23 19:00:00,190,0.9973,0.9952,0.9973,4096,0.9979
2022.08.23 19:30:00,1930,0.9972,0.9955000000000001,0.9979,3392,0.9968
2022.08.23 20:00:00,200,0.9979,0.9956,0.9968,4394,0.9963
2022.08.23 20:30:00,2030,0.9968,0.9957,0.9963,2707,0.9964
2022.08.23 21:00:00,210,0.9963,0.9957,0.9964,2624,0.996
2022.08.23 21:30:00,2130,0.9964,0.9958,0.996,2930,0.9962
2022.08.23 22:00:00,220,0.996,0.9958,0.9962,2031,0.9968
2022.08.23 22:30:00,2230,0.9962,0.9959,0.9968,1891,0.997
2022.08.23 23:00:00,230,0.9968,0.996,0.997,868,0.9968
2022.08.23 23:30:00,2330,0.997,0.9961,0.9968,748,0.9969
2022.08.24 00:00:00,00,0.9967,0.9962,0.9969,392,0.9968
2022.08.24 00:30:00,030,0.9969,0.9962,0.9968,333,0.997
2022.08.24 01:00:00,10,0.9968,0.9963,0.997,904,0.9972
2022.08.24 01:30:00,130,0.997,0.9964,0.9972,996,0.9966
2022.08.24 02:00:00,20,0.9972,0.9964,0.9966,1352,0.9966
2022.08.24 02:30:00,230,0.9965000000000001,0.9964,0.9966,1529,0.9958
2022.08.24 03:00:00,30,0.9966,0.9964,0.9958,2782,0.9952
2022.08.24 03:30:00,330,0.9958,0.9962,0.9952,2309,0.9947
2022.08.24 04:00:00,40,0.9952,0.9961,0.9947,2734,0.9949
2022.08.24 04:30:00,430,0.9947,0.996,0.9949,2515,0.9949
2022.08.24 05:00:00,50,0.9949,0.9959,0.9949,2398,0.9945000000000001
2022.08.24 05:30:00,530,0.995,0.9958,0.9945000000000001,3344,0.9948
2022.08.24 06:00:00,60,0.9945000000000001,0.9957,0.9948,1835,0.9947
2022.08.24 06:30:00,630,0.9948,0.9956,0.9947,1395,0.9952
2022.08.24 07:00:00,70,0.9947,0.9955000000000001,0.9952,1302,0.9957
2022.08.24 07:30:00,730,0.9952,0.9955000000000001,0.9957,1916,0.9955000000000001
2022.08.24 08:00:00,80,0.9957,0.9955000000000001,0.9955000000000001,1568,0.9942
2022.08.24 08:30:00,830,0.9956,0.9954,0.9942,2033,0.9943
2022.08.24 09:00:00,90,0.9942,0.9953,0.9943,3414,0.9949
2022.08.24 09:30:00,930,0.9943,0.9953,0.9949,3293,0.9952
2022.08.24 10:00:00,100,0.9949,0.9953,0.9952,5482,0.9953
2022.08.24 10:30:00,1030,0.9952,0.9953,0.9953,4381,0.9947
2022.08.24 11:00:00,110,0.9953,0.9952,0.9947,4134,0.9946
2022.08.24 11:30:00,1130,0.9946,0.9951,0.9946,3913,0.9952
2022.08.24 12:00:00,120,0.9946,0.9952,0.9952,4301,0.9949
2022.08.24 12:30:00,1230,0.9952,0.9951,0.9949,3777,0.9935
2022.08.24 13:00:00,130,0.9949,0.995,0.9935,3329,0.9921
2022.08.24 13:30:00,1330,0.9935,0.9947,0.9921,4038,0.9932
2022.08.24 14:00:00,140,0.9921,0.9945000000000001,0.9932,4392,0.9926
2022.08.24 14:30:00,1430,0.9932,0.9944,0.9926,4545,0.9928
2022.08.24 15:00:00,150,0.9926,0.9942,0.9928,5174,0.9928
2022.08.24 15:30:00,1530,0.9928,0.9941,0.9928,7098,0.9923
2022.08.24 16:00:00,160,0.9928,0.9939,0.9923,6325,0.9917
2022.08.24 16:30:00,1630,0.9923,0.9937,0.9917,7049,0.9938
2022.08.24 17:00:00,170,0.9917,0.9937,0.9938,7280,0.9988
2022.08.24 17:30:00,1730,0.9938,0.9942,0.9988,9579,0.997
2022.08.24 18:00:00,180,0.9989,0.9945000000000001,0.997,7603,0.9966
2022.08.24 18:30:00,1830,0.997,0.9947,0.9966,4741,0.9955000000000001
2022.08.24 19:00:00,190,0.9966,0.9947,0.9955000000000001,4088,0.9953
2022.08.24 19:30:00,1930,0.9955000000000001,0.9948,0.9953,3701,0.9961
2022.08.24 20:00:00,200,0.9953,0.9949,0.9961,3467,0.9963
2022.08.24 20:30:00,2030,0.9961,0.9951,0.9963,2391,0.9963
2022.08.24 21:00:00,210,0.9963,0.9952,0.9963,2150,0.9963
2022.08.24 21:30:00,2130,0.9963,0.9953,0.9963,2406,0.9962
2022.08.24 22:00:00,220,0.9963,0.9954,0.9962,2124,0.9971
2022.08.24 22:30:00,2230,0.9962,0.9955000000000001,0.9971,2199,0.9972
2022.08.24 23:00:00,230,0.9971,0.9957,0.9972,1114,0.9962
2022.08.24 23:30:00,2330,0.9972,0.9957,0.9962,1760,0.9966
2022.08.25 00:00:00,00,0.9962,0.9958,0.9966,1273,0.9967
2022.08.25 00:30:00,030,0.9966,0.9959,0.9967,191,0.9968
2022.08.25 01:00:00,10,0.9967,0.996,0.9968,1103,0.9968
2022.08.25 01:30:00,130,0.9968,0.9961,0.9968,843,0.9969
2022.08.25 02:00:00,20,0.9968,0.9961,0.9969,783,0.9967
2022.08.25 02:30:00,230,0.9969,0.9962,0.9967,831,0.9981
2022.08.25 03:00:00,30,0.9967,0.9964,0.9981,2826,0.9982
2022.08.25 03:30:00,330,0.9981,0.9966,0.9982,3471,0.9989
2022.08.25 04:00:00,40,0.9982,0.9968,0.9989,3352,0.9985000000000001
2022.08.25 04:30:00,430,0.9989,0.9969,0.9985000000000001,3309,0.9989
2022.08.25 05:00:00,50,0.9985000000000001,0.9971,0.9989,2542,0.9983
2022.08.25 05:30:00,530,0.9989,0.9972,0.9983,1965,0.9988
2022.08.25 06:00:00,60,0.9983,0.9974,0.9988,1661,0.9986
2022.08.25 06:30:00,630,0.9988,0.9975000000000001,0.9986,1747,0.9988
2022.08.25 07:00:00,70,0.9986,0.9976,0.9988,1883,0.9998
2022.08.25 07:30:00,730,0.9988,0.9978,0.9998,2223,0.9994
2022.08.25 08:00:00,80,0.9998,0.998,0.9994,2897,0.9993
2022.08.25 08:30:00,830,0.9994,0.9981,0.9993,2044,1.0014
2022.08.25 09:00:00,90,0.9993,0.9984,1.0014,5346,1.001
2022.08.25 09:30:00,930,1.0015,0.9987,1.001,5781,1.0016
2022.08.25 10:00:00,100,1.001,0.9989,1.0016,6274,0.9999
2022.08.25 10:30:00,1030,1.0016,0.999,0.9999,4600,0.9994
2022.08.25 11:00:00,110,0.9999,0.9991,0.9994,5470,1.0007
2022.08.25 11:30:00,1130,0.9994,0.9992,1.0007,4821,0.9995000000000001
2022.08.25 12:00:00,120,1.0007,0.9992,0.9995000000000001,4018,0.9996
2022.08.25 12:30:00,1230,0.9995000000000001,0.9993,0.9996,4391,0.9986
2022.08.25 13:00:00,130,0.9997,0.9992,0.9986,3453,0.998
2022.08.25 13:30:00,1330,0.9986,0.9991,0.998,3373,0.9991
2022.08.25 14:00:00,140,0.998,0.9991,0.9991,3703,0.9976
2022.08.25 14:30:00,1430,0.9991,0.999,0.9976,4971,0.9975000000000001
2022.08.25 15:00:00,150,0.9976,0.9988,0.9975000000000001,4797,0.9969
2022.08.25 15:30:00,1530,0.9975000000000001,0.9986,0.9969,6978,0.9967
2022.08.25 16:00:00,160,0.9969,0.9984,0.9967,5654,0.9963
2022.08.25 16:30:00,1630,0.9967,0.9982,0.9963,5732,0.9978
2022.08.25 17:00:00,170,0.9962,0.9982,0.9978,6044,0.998
2022.08.25 17:30:00,1730,0.9978,0.9982,0.998,6240,0.9968
2022.08.25 18:00:00,180,0.9981,0.998,0.9968,5723,0.9956
2022.08.25 18:30:00,1830,0.9968,0.9978,0.9956,4811,0.996
2022.08.25 19:00:00,190,0.9957,0.9976,0.996,4116,0.996
2022.08.25 19:30:00,1930,0.996,0.9975000000000001,0.996,3102,0.9969
2022.08.25 20:00:00,200,0.996,0.9974,0.9969,3664,0.997
2022.08.25 20:30:00,2030,0.9969,0.9974,0.997,2223,0.9969
2022.08.25 21:00:00,210,0.997,0.9973,0.9969,2364,0.9969
2022.08.25 21:30:00,2130,0.9968,0.9973,0.9969,2397,0.9971
2022.08.25 22:00:00,220,0.9969,0.9973,0.9971,1993,0.9977
2022.08.25 22:30:00,2230,0.9971,0.9973,0.9977,2300,0.9976
2022.08.25 23:00:00,230,0.9977,0.9973,0.9976,1222,0.9973
2022.08.25 23:30:00,2330,0.9976,0.9973,0.9973,1062,0.9974
2022.08.26 00:00:00,00,0.9973,0.9973,0.9974,275,0.9975000000000001
2022.08.26 00:30:00,030,0.9974,0.9974,0.9975000000000001,3005,0.9975000000000001
2022.08.26 01:00:00,10,0.9975000000000001,0.9974,0.9975000000000001,418,0.9974
2022.08.26 01:30:00,130,0.9975000000000001,0.9974,0.9974,808,0.997
2022.08.26 02:00:00,20,0.9974,0.9973,0.997,1130,0.997
2022.08.26 02:30:00,230,0.997,0.9973,0.997,1303,0.9964
2022.08.26 03:00:00,30,0.997,0.9972,0.9964,1802,0.9965000000000001
2022.08.26 03:30:00,330,0.9964,0.9972,0.9965000000000001,1950,0.9965000000000001
2022.08.26 04:00:00,40,0.9965000000000001,0.9971,0.9965000000000001,2057,0.9967
2022.08.26 04:30:00,430,0.9966,0.9971,0.9967,2648,0.9968
2022.08.26 05:00:00,50,0.9967,0.997,0.9968,1599,0.9968
2022.08.26 05:30:00,530,0.9968,0.997,0.9968,1416,0.9971
2022.08.26 06:00:00,60,0.9968,0.997,0.9971,1413,0.997
2022.08.26 06:30:00,630,0.9971,0.997,0.997,1222,0.9969
2022.08.26 07:00:00,70,0.997,0.997,0.9969,2093,0.9962
2022.08.26 07:30:00,730,0.9969,0.9969,0.9962,1790,0.9962
2022.08.26 08:00:00,80,0.9962,0.9969,0.9962,1854,0.9959
2022.08.26 08:30:00,830,0.9962,0.9968,0.9959,2108,0.9964
2022.08.26 09:00:00,90,0.9959,0.9967,0.9964,2678,0.9951
2022.08.26 09:30:00,930,0.9964,0.9966,0.9951,3471,0.9969
2022.08.26 10:00:00,100,0.9951,0.9966,0.9969,4846,0.9974
2022.08.26 10:30:00,1030,0.9969,0.9967,0.9974,4512,0.9975000000000001
2022.08.26 11:00:00,110,0.9974,0.9968,0.9975000000000001,3710,0.9989
2022.08.26 11:30:00,1130,0.9974,0.997,0.9989,3569,1.0005
2022.08.26 12:00:00,120,0.9989,0.9973,1.0005,3567,1.0003
2022.08.26 12:30:00,1230,1.0005,0.9976,1.0003,3210,1.0013
2022.08.26 13:00:00,130,1.0002,0.9979,1.0013,3281,1.0015
2022.08.26 13:30:00,1330,1.0013,0.9983,1.0015,3170,1.0006
2022.08.26 14:00:00,140,1.0015,0.9985000000000001,1.0006,3017,0.9997
2022.08.26 14:30:00,1430,1.0006,0.9986,0.9997,3629,1
2022.08.26 15:00:00,150,0.9997,0.9987,1,4299,1.0032
2022.08.26 15:30:00,1530,0.9999,0.9992,1.0032,9395,1.0066
2022.08.26 16:00:00,160,1.0032,0.9999,1.0066,8312,1.0062
2022.08.26 16:30:00,1630,1.0066,1.0005,1.0062,9211,1.0035
2022.08.26 17:00:00,170,1.0062,1.0008,1.0035,14634,1.0014
2022.08.26 17:30:00,1730,1.0036,1.0008,1.0014,11597,1.0002
2022.08.26 18:00:00,180,1.0014,1.0008,1.0002,8905,0.9997
2022.08.26 18:30:00,1830,1.0002,1.0007,0.9997,6700,0.9987
2022.08.26 19:00:00,190,0.9997,1.0005,0.9987,5449,0.9979
2022.08.26 19:30:00,1930,0.9987,1.0002,0.9979,4908,0.9963
2022.08.26 20:00:00,200,0.9979,0.9999,0.9963,4481,0.9969
2022.08.26 20:30:00,2030,0.9963,0.9996,0.9969,2911,0.9966
2022.08.26 21:00:00,210,0.9969,0.9993,0.9966,3383,0.9964
2022.08.26 21:30:00,2130,0.9966,0.999,0.9964,3064,0.9962
2022.08.26 22:00:00,220,0.9964,0.9987,0.9962,2446,0.9965000000000001
2022.08.26 22:30:00,2230,0.9962,0.9985000000000001,0.9965000000000001,2468,0.9968
2022.08.26 23:00:00,230,0.9965000000000001,0.9984,0.9968,1262,0.9964
2022.08.26 23:30:00,2330,0.9968,0.9982,0.9964,715,0.9963
2022.08.29 00:00:00,00,0.9964,0.998,0.9963,246,0.9955000000000001
2022.08.29 00:30:00,030,0.9963,0.9978,0.9955000000000001,203,0.9952
2022.08.29 01:00:00,10,0.9955000000000001,0.9975000000000001,0.9952,2036,0.9948
2022.08.29 01:30:00,130,0.9952,0.9973,0.9948,937,0.9939
2022.08.29 02:00:00,20,0.9948,0.9969,0.9939,2345,0.9935
2022.08.29 02:30:00,230,0.9939,0.9966,0.9935,2560,0.9939
2022.08.29 03:00:00,30,0.9935,0.9964,0.9939,3632,0.993
2022.08.29 03:30:00,330,0.9939,0.996,0.993,3068,0.9929
2022.08.29 04:00:00,40,0.993,0.9957,0.9929,3172,0.993
2022.08.29 04:30:00,430,0.9929,0.9955000000000001,0.993,3673,0.993
2022.08.29 05:00:00,50,0.993,0.9952,0.993,2236,0.9927
2022.08.29 05:30:00,530,0.993,0.995,0.9927,2557,0.9923
2022.08.29 06:00:00,60,0.9927,0.9947,0.9923,1914,0.9923999999999999
2022.08.29 06:30:00,630,0.9923,0.9945000000000001,0.9923999999999999,1491,0.9921
2022.08.29 07:00:00,70,0.9923999999999999,0.9943,0.9921,1882,0.9916
2022.08.29 07:30:00,730,0.9921,0.994,0.9916,2086,0.9918
2022.08.29 08:00:00,80,0.9916,0.9938,0.9918,2774,0.9923
2022.08.29 08:30:00,830,0.9918,0.9937,0.9923,2926,0.9933
2022.08.29 09:00:00,90,0.9923,0.9936,0.9933,4410,0.9936
2022.08.29 09:30:00,930,0.9933,0.9936,0.9936,3627,0.9944
2022.08.29 10:00:00,100,0.9936,0.9937,0.9944,5760,0.9943
2022.08.29 10:30:00,1030,0.9944,0.9938,0.9943,5300,0.9925
2022.08.29 11:00:00,110,0.9942,0.9936,0.9925,4636,0.9938
2022.08.29 11:30:00,1130,0.9925,0.9936,0.9938,4337,0.9955000000000001
2022.08.29 12:00:00,120,0.9938,0.9938,0.9955000000000001,4475,0.9962
2022.08.29 12:30:00,1230,0.9956,0.9941,0.9962,4112,0.9982
2022.08.29 13:00:00,130,0.9962,0.9945000000000001,0.9982,4600,0.9984
2022.08.29 13:30:00,1330,0.9982,0.9948,0.9984,4832,0.997
2022.08.29 14:00:00,140,0.9984,0.995,0.997,4707,0.9997
2022.08.29 14:30:00,1430,0.997,0.9955000000000001,0.9997,4744,1.0019
2022.08.29 15:00:00,150,0.9997,0.9961,1.0019,6248,1.0008
2022.08.29 15:30:00,1530,1.0019,0.9965000000000001,1.0008,7308,1.0003
2022.08.29 16:00:00,160,1.0008,0.9969,1.0003,6599,1.0011
2022.08.29 16:30:00,1630,1.0003,0.9973,1.0011,7909,1.002
2022.08.29 17:00:00,170,1.0011,0.9977,1.002,6467,0.9982
2022.08.29 17:30:00,1730,1.002,0.9978,0.9982,7757,0.9991
2022.08.29 18:00:00,180,0.9982,0.9979,0.9991,5018,0.9997
2022.08.29 18:30:00,1830,0.9991,0.9981,0.9997,4450,1.0001
2022.08.29 19:00:00,190,0.9997,0.9983,1.0001,4657,1.0014
2022.08.29 19:30:00,1930,1.0001,0.9986,1.0014,3632,1.0007
2022.08.29 20:00:00,200,1.0014,0.9988,1.0007,3807,1.0007
2022.08.29 20:30:00,2030,1.0007,0.9989,1.0007,2740,0.9998
2022.08.29 21:00:00,210,1.0007,0.999,0.9998,3863,0.9991
2022.08.29 21:30:00,2130,0.9998,0.999,0.9991,3146,0.9993
2022.08.29 22:00:00,220,0.9991,0.9991,0.9993,2754,0.9995000000000001
2022.08.29 22:30:00,2230,0.9993,0.9991,0.9995000000000001,2383,0.9997
2022.08.29 23:00:00,230,0.9995000000000001,0.9992,0.9997,1034,0.9994
2022.08.29 23:30:00,2330,0.9997,0.9992,0.9994,770,0.9997
2022.08.30 00:00:00,00,0.9994,0.9992,0.9997,41,0.9999
2022.08.30 00:30:00,030,0.9997,0.9993,0.9999,174,0.9999
2022.08.30 01:00:00,10,0.9999,0.9993,0.9999,545,1.0001
2022.08.30 01:30:00,130,0.9999,0.9994,1.0001,818,1
2022.08.30 02:00:00,20,1.0001,0.9995000000000001,1,1082,1.001
2022.08.30 02:30:00,230,1,0.9996,1.001,1117,1.0006
2022.08.30 03:00:00,30,1.001,0.9997,1.0006,1954,1.0005
2022.08.30 03:30:00,330,1.0006,0.9998,1.0005,1984,1.0007
2022.08.30 04:00:00,40,1.0005,0.9999,1.0007,2546,0.999
2022.08.30 04:30:00,430,1.0007,0.9998,0.999,2550,0.9984
2022.08.30 05:00:00,50,0.999,0.9997,0.9984,3157,0.999
2022.08.30 05:30:00,530,0.9984,0.9996,0.999,2179,0.9992
2022.08.30 06:00:00,60,0.999,0.9996,0.9992,2564,0.9998
2022.08.30 06:30:00,630,0.9992,0.9996,0.9998,1718,1.0002
2022.08.30 07:00:00,70,0.9998,0.9996,1.0002,1829,0.9999
2022.08.30 07:30:00,730,1.0002,0.9997,0.9999,2593,0.9999
2022.08.30 08:00:00,80,0.9999,0.9997,0.9999,1734,1.0001
2022.08.30 08:30:00,830,0.9999,0.9997,1.0001,2349,1
2022.08.30 09:00:00,90,1.0001,0.9998,1,4695,0.9991
2022.08.30 09:30:00,930,1,0.9997,0.9991,4292,0.9996
2022.08.30 10:00:00,100,0.9991,0.9997,0.9996,6624,1.0028
2022.08.30 10:30:00,1030,0.9996,1,1.0028,6936,1.003
2022.08.30 11:00:00,110,1.0028,1.0003,1.003,6521,1.0024
2022.08.30 11:30:00,1130,1.003,1.0005,1.0024,4341,1.0043
2022.08.30 12:00:00,120,1.0024,1.0008,1.0043,5571,1.0032
2022.08.30 12:30:00,1230,1.0043,1.0011,1.0032,4118,1.0048
2022.08.30 13:00:00,130,1.0032,1.0014,1.0048,3288,1.0031
2022.08.30 13:30:00,1330,1.0048,1.0016,1.0031,4405,1.0022
2022.08.30 14:00:00,140,1.0031,1.0016,1.0022,4503,1.0024
2022.08.30 14:30:00,1430,1.0022,1.0017,1.0024,4982,1.0025
2022.08.30 15:00:00,150,1.0024,1.0018,1.0025,5414,1.0011
2022.08.30 15:30:00,1530,1.0025,1.0017,1.0011,6235,1.0029
2022.08.30 16:00:00,160,1.0011,1.0018,1.0029,6332,1.0028
2022.08.30 16:30:00,1630,1.0029,1.0019,1.0028,8173,1.0006
2022.08.30 17:00:00,170,1.0028,1.0018,1.0006,9049,0.999
2022.08.30 17:30:00,1730,1.0006,1.0015,0.999,8158,1.0024
2022.08.30 18:00:00,180,0.9989,1.0016,1.0024,8664,1.0018
2022.08.30 18:30:00,1830,1.0024,1.0016,1.0018,7021,1.0021
2022.08.30 19:00:00,190,1.0018,1.0017,1.0021,6770,1.0023
2022.08.30 19:30:00,1930,1.0021,1.0017,1.0023,4538,1.002
2022.08.30 20:00:00,200,1.0023,1.0018,1.002,3988,1.0017
2022.08.30 20:30:00,2030,1.002,1.0017,1.0017,4261,1.0026
2022.08.30 21:00:00,210,1.0017,1.0018,1.0026,4088,1.0021
2022.08.30 21:30:00,2130,1.0026,1.0019,1.0021,3928,1.0023
2022.08.30 22:00:00,220,1.0021,1.0019,1.0023,3669,1.0017
2022.08.30 22:30:00,2230,1.0023,1.0019,1.0017,3007,1.0021
2022.08.30 23:00:00,230,1.0017,1.0019,1.0021,1142,1.0012
2022.08.30 23:30:00,2330,1.0021,1.0018,1.0012,1346,1.0015
2022.08.31 00:00:00,00,1.0012,1.0018,1.0015,105,1.0016
2022.08.31 00:30:00,030,1.0015,1.0018,1.0016,88,1.0019
2022.08.31 01:00:00,10,1.0016,1.0018,1.0019,786,1.0017
2022.08.31 01:30:00,130,1.0019,1.0018,1.0017,679,1.0021
2022.08.31 02:00:00,20,1.0017,1.0018,1.0021,936,1.0023
2022.08.31 02:30:00,230,1.0021,1.0019,1.0023,946,1.003
2022.08.31 03:00:00,30,1.0023,1.002,1.003,2497,1.0027
2022.08.31 03:30:00,330,1.003,1.002,1.0027,2436,1.0027
2022.08.31 04:00:00,40,1.0027,1.0021,1.0027,2368,1.002
2022.08.31 04:30:00,430,1.0027,1.0021,1.002,2733,1.0022
2022.08.31 05:00:00,50,1.0019,1.0021,1.0022,1946,1.0025
2022.08.31 05:30:00,530,1.0022,1.0021,1.0025,2209,1.0026
2022.08.31 06:00:00,60,1.0025,1.0022,1.0026,2136,1.0032
2022.08.31 06:30:00,630,1.0026,1.0023,1.0032,1548,1.0036
2022.08.31 07:00:00,70,1.0032,1.0024,1.0036,1473,1.004
2022.08.31 07:30:00,730,1.0036,1.0025,1.004,2138,1.0041
2022.08.31 08:00:00,80,1.004,1.0027,1.0041,1818,1.0039
2022.08.31 08:30:00,830,1.0041,1.0028,1.0039,2777,1.0027
2022.08.31 09:00:00,90,1.0038,1.0028,1.0027,3688,1.0015
2022.08.31 09:30:00,930,1.0027,1.0027,1.0015,4247,1.0015
2022.08.31 10:00:00,100,1.0015,1.0026,1.0015,6008,1.0001
2022.08.31 10:30:00,1030,1.0015,1.0023,1.0001,5101,1.0013
2022.08.31 11:00:00,110,1.0001,1.0022,1.0013,6448,0.9979
2022.08.31 11:30:00,1130,1.0013,1.0018,0.9979,5953,0.9988
2022.08.31 12:00:00,120,0.9979,1.0015,0.9988,5913,0.998
2022.08.31 12:30:00,1230,0.9988,1.0012,0.998,4961,0.9985000000000001
2022.08.31 13:00:00,130,0.998,1.0009,0.9985000000000001,5131,0.9977
2022.08.31 13:30:00,1330,0.9985000000000001,1.0006,0.9977,5072,0.9998
2022.08.31 14:00:00,140,0.9977,1.0005,0.9998,4732,1.0001
2022.08.31 14:30:00,1430,0.9998,1.0005,1.0001,4137,0.9993
2022.08.31 15:00:00,150,1.0001,1.0004,0.9993,6366,1.0008
2022.08.31 15:30:00,1530,0.9993,1.0004,1.0008,7100,1.0001
2022.08.31 16:00:00,160,1.0008,1.0004,1.0001,6292,1.0006
2022.08.31 16:30:00,1630,1,1.0004,1.0006,9136,1.0027
2022.08.31 17:00:00,170,1.0006,1.0006,1.0027,8960,1.0054
2022.08.31 17:30:00,1730,1.0027,1.0011,1.0054,10801,1.0063
2022.08.31 18:00:00,180,1.0054,1.0016,1.0063,8827,1.0063
2022.08.31 18:30:00,1830,1.0063,1.002,1.0063,6302,1.0056
2022.08.31 19:00:00,190,1.0063,1.0024,1.0056,4672,1.0053
2022.08.31 19:30:00,1930,1.0056,1.0026,1.0053,4005,1.0047
2022.08.31 20:00:00,200,1.0053,1.0028,1.0047,3055,1.0048
2022.08.31 20:30:00,2030,1.0047,1.003,1.0048,3892,1.0051
2022.08.31 21:00:00,210,1.0048,1.0032,1.0051,4019,1.0044
2022.08.31 21:30:00,2130,1.0051,1.0033,1.0044,3563,1.0047
2022.08.31 22:00:00,220,1.0044,1.0035,1.0047,3872,1.0049
2022.08.31 22:30:00,2230,1.0047,1.0036,1.0049,4760,1.0052
2022.08.31 23:00:00,230,1.0049,1.0037,1.0052,2107,1.0051
2022.08.31 23:30:00,2330,1.0052,1.0039,1.0051,2047,1.0049
2022.09.01 00:00:00,00,1.0051,1.004,1.0049,1770,1.005
2022.09.01 00:30:00,030,1.0049,1.0041,1.005,333,1.0051
2022.09.01 01:00:00,10,1.005,1.0042,1.0051,913,1.005
2022.09.01 01:30:00,130,1.0051,1.0043,1.005,1061,1.0043
2022.09.01 02:00:00,20,1.005,1.0043,1.0043,1170,1.0037
2022.09.01 02:30:00,230,1.0043,1.0042,1.0037,1810,1.0025
2022.09.01 03:00:00,30,1.0037,1.004,1.0025,3379,1.0023
2022.09.01 03:30:00,330,1.0025,1.0039,1.0023,3293,1.0024
2022.09.01 04:00:00,40,1.0023,1.0037,1.0024,2860,1.0024
2022.09.01 04:30:00,430,1.0024,1.0036,1.0024,2812,1.0027
2022.09.01 05:00:00,50,1.0024,1.0035,1.0027,2306,1.0022
2022.09.01 05:30:00,530,1.0027,1.0034,1.0022,1746,1.0025
2022.09.01 06:00:00,60,1.0022,1.0033,1.0025,2034,1.0016
2022.09.01 06:30:00,630,1.0025,1.0031,1.0016,2778,1.0012
2022.09.01 07:00:00,70,1.0016,1.003,1.0012,1972,1.0014
2022.09.01 07:30:00,730,1.0012,1.0028,1.0014,1762,1.0016
2022.09.01 08:00:00,80,1.0014,1.0027,1.0016,2344,1.0017
2022.09.01 08:30:00,830,1.0016,1.0026,1.0017,3425,1.0014
